Point,Comment,Inspected,SiO2(Mass%),MgO(Mass%),Al2O3(Mass%),MnO(Mass%),FeO(Mass%),TiO2(Mass%),CaO(Mass%),Cr2O3(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),NiO(Mass%),Total(Mass%),SiO2(Norm%),MgO(Norm%),Al2O3(Norm%),MnO(Norm%),FeO(Norm%),TiO2(Norm%),CaO(Norm%),Cr2O3(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),NiO(Norm%),Total(Norm%),SiO2(Cation),MgO(Cation),Al2O3(Cation),MnO(Cation),FeO(Cation),TiO2(Cation),CaO(Cation),Cr2O3(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),NiO(Cation),Total(Cation),SiO2(mole%),MgO(mole%),Al2O3(mole%),MnO(mole%),FeO(mole%),TiO2(mole%),CaO(mole%),Cr2O3(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),NiO(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),MgO(K-ratio),Al2O3(K-ratio),MnO(K-ratio),FeO(K-ratio),TiO2(K-ratio),CaO(K-ratio),Cr2O3(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),NiO(K-ratio),Total(K-ratio),SiO2(K-raw),MgO(K-raw),Al2O3(K-raw),MnO(K-raw),FeO(K-raw),TiO2(K-raw),CaO(K-raw),Cr2O3(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),NiO(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),K(Net),Ca(Net),Ti(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Cr(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),K(BG-),Ca(BG-),Ti(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Cr(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),K(BG+),Ca(BG+),Ti(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Cr(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),K(L-value),Ca(L-value),Ti(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Cr(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),K(Error%),Ca(Error%),Ti(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Cr(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),K(D.L.),Ca(D.L.),Ti(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.),Cr(D.L.), ,Bi(Net),Ar(Net),Br(Net),As(Net)
133,GY0162_1_1 Grid 003x003,GY0162_1_1 Grid 003x003,40.55,18.32,15.59,0.3598,7.57,0.9133,6.5,8.62,0.0565,0.001,0.0382,0.0081,98.5269,41.1563,18.5939,15.8231,0.3652,7.6832,0.927,6.5972,8.7489,0.0573,0.001,0.0388,0.0082,100,6.033,4.063,2.734,0.0453,0.941,0.1022,1.036,1.014,0.0163,0.0002,0.0048,0.001,15.9908,42.7649,28.8013,9.6898,0.3214,6.6768,0.7244,7.3452,3.5939,0.0578,0.0007,0.0171,0.0069,100,-30.7071,-18.7408,10.3325,37.6069,15.628,13.4894,0.3427,6.7414,0.8468,6.6088,7.859,0.0496,0.001,0.0303,0.0072,89.211,58.152,15.628,71.905,0.8273,7.492,0.8469,25.684,7.859,0.4277,0.0083,0.0718,0.0156,188.9176,215.9,125564.2,121913.8,326313.4,25,169415.4,19759.7,115.9,41.5,35842,1506.9,28165.9,768.9,1603.7,2481.2,4925,1726.1,2396.3,3718.9,202.8,1381.2,852.5,680,469.4,569.5,1090.2,1635.3,2934.2,1447.7,2271.2,3461.5,166.6,1222.5,743.9,499,383.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.9,11.04,0.17,0.18,0.11,135.46,0.15,0.5,11.49,74.57,0.33,2.08,0.37,236.45,51,39,43,62,14,16,22,30,53,45,47,49,471,1052.7,1382.5,764.3,1002.6
134,GY0162_1_1 Grid 003x004,GY0162_1_1 Grid 003x004,40.79,18.41,15.7,0.3628,7.56,0.9174,6.5,8.66,0.0701,0.0026,0.028,0,99.0009,41.2016,18.5958,15.8584,0.3665,7.6363,0.9267,6.5656,8.7474,0.0708,0.0026,0.0283,0,100,6.037,4.061,2.739,0.0455,0.935,0.1021,1.031,1.014,0.0201,0.0005,0.0035,0,15.9887,42.8124,28.8044,9.7115,0.3225,6.6361,0.7242,7.3101,3.5933,0.0713,0.0017,0.0124,0,100,-30.7071,-18.7395,10.3325,37.832,15.706,13.586,0.3455,6.7306,0.8505,6.6099,7.895,0.0615,0.0026,0.0222,0,89.6417,58.5,15.706,72.42,0.8342,7.48,0.8506,25.688,7.895,0.5306,0.0219,0.0526,0,189.9789,267.6,126187.2,122787.8,328265,66.6,169443.6,19846.4,85,-14.5,35784.4,1519.4,28298.6,734.3,1537.2,2528.7,4980.2,1759.4,2456.2,3785.1,205.7,1434.4,855,653.9,462.1,539.9,1057.3,1710.6,3006.6,1477.9,2295.3,3415.9,185.9,1221.5,723.8,512.2,359.9,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,8.87,0.17,0.18,0.11,52.43,0.15,0.5,15.55,100,0.33,2.06,0.36,180.71,50,38,44,62,14,16,22,31,54,45,47,48,471,1037.6,1389.6,768.6,1005.3
135,GY0162_1_1 Grid 003x005,GY0162_1_1 Grid 003x005,40.8,18.33,15.76,0.3671,7.54,0.9223,6.48,8.63,0.0664,0.0023,0.0316,0.0075,98.9372,41.2383,18.5269,15.9293,0.371,7.621,0.9322,6.5496,8.7227,0.0671,0.0023,0.0319,0.0076,100,6.04,4.046,2.75,0.046,0.933,0.1027,1.028,1.01,0.0191,0.0004,0.004,0.0009,15.9801,42.8736,28.7132,9.7602,0.3268,6.6264,0.7289,7.2962,3.5851,0.0676,0.0015,0.0141,0.0063,100,-30.7071,-18.7382,10.3325,37.8365,15.644,13.6417,0.3495,6.7144,0.855,6.5872,7.865,0.0583,0.0023,0.025,0.0066,89.5856,58.507,15.644,72.717,0.8439,7.462,0.8551,25.6,7.865,0.5027,0.0192,0.0593,0.0144,190.0896,253.6,125692.4,123289.9,328309.6,58,168861.7,19952.6,96.2,38.2,35698.9,1537.6,28189.1,731.9,1554,2455.2,5018.5,1746.4,2366.3,3745.1,218.1,1368.3,862.3,608,481.5,544.8,1117.9,1685.8,3019.8,1494.1,2191,3469,158.8,1201.6,754.9,484.9,338.6,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,9.33,0.17,0.18,0.11,59.66,0.15,0.5,13.72,80.36,0.33,2.02,0.37,166.9,50,39,43,63,14,16,22,31,53,46,45,48,470,1056.7,1381.4,779.3,1011.9
136,GY0162_1_1 Grid 004x001,GY0162_1_1 Grid 004x001,40.64,18.34,15.63,0.3535,7.56,0.9117,6.52,8.7,0.0568,0.0019,0.0301,0.0066,98.7506,41.1542,18.572,15.8278,0.358,7.6557,0.9232,6.6025,8.8101,0.0575,0.0019,0.0305,0.0067,100,6.033,4.059,2.735,0.0444,0.939,0.1018,1.036,1.021,0.0164,0.0004,0.0038,0.0008,15.9906,42.7796,28.7788,9.6965,0.3152,6.6555,0.7218,7.354,3.6204,0.058,0.0013,0.0134,0.0056,100,-30.7058,-18.7434,10.3325,37.6961,15.647,13.523,0.3367,6.7387,0.8454,6.6284,7.931,0.0498,0.0019,0.0238,0.0059,89.4277,58.29,15.647,72.084,0.8128,7.489,0.8455,25.76,7.931,0.43,0.016,0.0565,0.0128,189.3746,217,125713,122217.7,327087.1,48.2,169916.9,19726.9,91,34.3,35826.5,1480.9,28426.1,785,1547.5,2526.4,4990.8,1736.2,2432.7,3936,226.9,1427.4,903.7,683.4,474.3,550.8,1080.5,1626.7,2923.5,1503.3,2236.1,3474.9,172.8,1210.4,763.2,529,388.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,10.99,0.17,0.18,0.11,71.7,0.15,0.51,14.71,91.77,0.33,2.12,0.36,193.1,51,39,43,62,14,16,22,32,53,46,48,50,476,1044.2,1381.3,779,1017.2
137,GY0162_1_1 Grid 004x002,GY0162_1_1 Grid 004x002,40.72,18.36,15.66,0.3601,7.59,0.9249,6.53,8.73,0.059,0.0009,0.033,0.0123,98.9802,41.1395,18.5492,15.8213,0.3638,7.6682,0.9344,6.5973,8.8199,0.0596,0.0009,0.0333,0.0124,100,6.032,4.054,2.734,0.0452,0.94,0.103,1.036,1.023,0.0169,0.0002,0.0041,0.0015,15.9899,42.7747,28.7502,9.6949,0.3204,6.668,0.7307,7.35,3.6254,0.0601,0.0006,0.0147,0.0104,100,-30.7058,-18.7421,10.3325,37.7763,15.659,13.5487,0.343,6.7594,0.8577,6.6415,7.959,0.0517,0.001,0.0262,0.0109,89.6343,58.414,15.659,72.221,0.8281,7.512,0.8578,25.811,7.959,0.4459,0.008,0.0621,0.0237,189.8016,224.9,125812,122448.5,327786.9,24.4,170256.6,20015.8,100.3,63.3,35937.3,1508.6,28524.4,799.5,1492.1,2528.4,4961.7,1730.9,2488.1,3736.1,208.4,1339.1,845.7,668.2,482.2,552.1,1100.9,1723.6,2972.3,1542.2,2232.9,3369.4,178.8,1177.4,724.9,449.2,361.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,10.68,0.17,0.18,0.11,143.62,0.15,0.5,13.31,48.47,0.33,2.06,0.36,219.94,51,38,44,62,14,16,22,31,52,45,46,49,470,1048.8,1364.8,757.9,1009.9
138,GY0162_1_1 Grid 004x003,GY0162_1_1 Grid 004x003,40.72,18.28,15.67,0.3446,7.59,0.9174,6.51,8.67,0.0634,0.0009,0.0371,0.0043,98.8077,41.2114,18.5006,15.8591,0.3488,7.6816,0.9285,6.5886,8.7746,0.0642,0.0009,0.0375,0.0044,100,6.039,4.042,2.74,0.0433,0.941,0.1023,1.034,1.016,0.0182,0.0002,0.0047,0.0005,15.9812,42.8547,28.6785,9.7192,0.3072,6.6805,0.7261,7.3412,3.6072,0.0647,0.0006,0.0165,0.0036,100,-30.7058,-18.7408,10.3325,37.7692,15.592,13.5639,0.3282,6.7603,0.8506,6.6178,7.9,0.0556,0.0009,0.0295,0.0038,89.4717,58.403,15.592,72.302,0.7924,7.513,0.8507,25.719,7.9,0.4795,0.0074,0.0698,0.0082,189.637,241.8,125269.4,122587,327724.7,22.4,169644.9,19849.1,112.7,21.7,35941.4,1443.3,28314.2,791.8,1521.7,2507.9,4962.5,1700.9,2370.9,3776,198.3,1387.3,812.9,658.1,448.6,565.2,1065.2,1641,2964.4,1550.7,2248.4,3430.8,175.9,1157.4,695.7,559.3,378.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,10,0.17,0.18,0.11,154.94,0.15,0.5,11.84,139.52,0.33,2.16,0.36,320.26,51,38,43,62,14,16,22,31,52,44,48,49,470,1032.9,1369.6,766.8,1015.2
139,GY0162_1_1 Grid 004x004,GY0162_1_1 Grid 004x004,40.75,18.33,15.68,0.3637,7.56,0.918,6.52,8.57,0.078,0.0029,0.0284,0.0104,98.8114,41.2402,18.5505,15.8686,0.3681,7.6509,0.929,6.5984,8.6731,0.0789,0.0029,0.0287,0.0105,100,6.043,4.052,2.741,0.0457,0.937,0.1024,1.035,1.005,0.0224,0.0005,0.0036,0.0012,15.9888,42.8458,28.7298,9.7163,0.3239,6.6478,0.7259,7.3455,3.5622,0.0795,0.0019,0.0126,0.0088,100,-30.7058,-18.7395,10.3325,37.7977,15.64,13.5734,0.3464,6.7324,0.851,6.6268,7.811,0.0685,0.0029,0.0225,0.0092,89.4817,58.447,15.64,72.353,0.8362,7.482,0.8511,25.754,7.811,0.5908,0.0242,0.0533,0.02,189.8626,298,125658.5,122672.4,327967.7,73.2,169877.4,19858.9,86.3,53.4,35794.3,1523.4,27996.1,745.5,1537.2,2627.6,5009.2,1718.5,2417.9,3871.5,198.4,1354.7,859.6,646,476.6,497.7,1062.6,1628.9,2912.3,1466.1,2252.5,3378.4,191.8,1155.6,723.8,462.1,377.7,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,7.97,0.17,0.18,0.11,47.12,0.15,0.5,15.35,57.27,0.33,2.04,0.37,131.56,49,38,44,62,14,16,22,31,52,45,46,49,468,1058.7,1381,740.3,1004.6
140,GY0162_1_1 Grid 004x005,GY0162_1_1 Grid 004x005,40.77,18.35,15.71,0.3654,7.56,0.9151,6.49,8.67,0.0536,0.0025,0.0229,0.0036,98.9131,41.218,18.5516,15.8826,0.3694,7.6431,0.9252,6.5613,8.7653,0.0542,0.0025,0.0232,0.0036,100,6.039,4.052,2.743,0.0458,0.937,0.1019,1.03,1.016,0.0154,0.0005,0.0029,0.0004,15.9839,42.8477,28.7483,9.7305,0.3253,6.6448,0.7233,7.3085,3.6022,0.0546,0.0017,0.0102,0.003,100,-30.7058,-18.7382,10.3325,37.8164,15.66,13.5959,0.348,6.7378,0.8485,6.5983,7.904,0.047,0.0026,0.0182,0.0032,89.5799,58.476,15.66,72.473,0.8402,7.488,0.8486,25.643,7.904,0.4053,0.0214,0.0431,0.007,189.8096,204.5,125814.6,122877.3,328131.9,64.6,169149.1,19798.8,69.9,18.5,35823.2,1530.3,28327.8,803.4,1583.1,2548.8,4984.2,1713.1,2458.4,3782.3,208.4,1374.7,872,624,456.5,546.2,1118.1,1651.1,2988.1,1525.1,2244.7,3447.9,204.5,1192.6,716.4,489.5,357.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,11.67,0.17,0.18,0.11,53.59,0.15,0.5,19.09,164.64,0.33,2.03,0.36,252.82,51,39,43,62,14,16,22,32,53,45,46,48,471,1044.8,1387.9,755.3,1011.9
141,GY0162_1_1 Grid 005x001,GY0162_1_1 Grid 005x001,40.73,18.26,15.63,0.3621,7.6,0.9189,6.5,8.63,0.0703,0.0016,0.0335,0.0117,98.7481,41.2464,18.4915,15.8282,0.3667,7.6964,0.9305,6.5824,8.7394,0.0712,0.0016,0.0339,0.0118,100,6.045,4.04,2.734,0.0455,0.943,0.1026,1.034,1.012,0.0202,0.0003,0.0042,0.0014,15.9822,42.8806,28.6574,9.6979,0.3229,6.6917,0.7276,7.3325,3.5918,0.0718,0.0011,0.0149,0.0099,100,-30.7045,-18.7434,10.3325,37.7815,15.571,13.5258,0.3449,6.7684,0.852,6.6129,7.862,0.0617,0.0016,0.0266,0.0104,89.4187,58.422,15.571,72.099,0.8326,7.522,0.8521,25.7,7.862,0.532,0.0132,0.063,0.0226,189.4915,268.3,125105.5,122242.6,327829.9,40.2,169526,19882,101.5,60.7,35982.9,1516.8,28178.6,744.9,1475.9,2600.5,5004,1751.5,2387.6,3845.1,176.7,1325.6,855.6,626.2,489.1,512.2,1104.2,1748.2,2865.5,1491.1,2214.2,3498.4,183.9,1170.1,765.3,501.6,364.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,8.8,0.17,0.18,0.11,86.79,0.15,0.5,12.78,50.6,0.33,2.05,0.37,162.83,49,38,44,62,14,16,22,30,52,46,46,49,468,1042.2,1385.6,763.3,1007.3
142,GY0162_1_1 Grid 005x002,GY0162_1_1 Grid 005x002,40.74,18.35,15.64,0.3564,7.62,0.9218,6.51,8.67,0.0635,0.0013,0.0271,0.0063,98.9064,41.1905,18.5529,15.8129,0.3603,7.7043,0.932,6.582,8.7659,0.0642,0.0013,0.0274,0.0064,100,6.038,4.054,2.732,0.0447,0.945,0.1027,1.034,1.016,0.0183,0.0002,0.0034,0.0007,15.989,42.8114,28.7451,9.6861,0.3172,6.6968,0.7285,7.3302,3.6018,0.0647,0.0009,0.0121,0.0053,100,-30.7045,-18.7421,10.3325,37.7944,15.652,13.5331,0.3394,6.7909,0.8548,6.6214,7.903,0.0557,0.0013,0.0215,0.0056,89.5732,58.442,15.652,72.138,0.8195,7.547,0.8549,25.733,7.903,0.4805,0.0111,0.051,0.0121,189.6441,242.6,125750.8,122308.5,327939.3,33.6,169740.3,19947.9,82.4,32.3,36103.5,1493.1,28324.3,750.2,1523.4,2515.5,4864.9,1704.7,2424.5,3816.1,211.6,1365.2,800.9,667.8,504.9,539.9,1058,1650.6,2984.8,1498.3,2251.1,3477.3,186.6,1253.8,737.6,506.3,371.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,9.77,0.17,0.18,0.11,102.11,0.15,0.5,16.1,96.62,0.33,2.09,0.37,228.5,50,38,43,62,14,16,22,32,53,45,47,50,472,1049.4,1365.2,775.2,1019.1
143,GY0162_1_1 Grid 005x003,GY0162_1_1 Grid 005x003,40.78,18.32,15.64,0.3717,7.59,0.9269,6.52,8.69,0.0601,0.0037,0.0253,0.0209,98.9486,41.2133,18.5147,15.8062,0.3756,7.6707,0.9367,6.5893,8.7823,0.0607,0.0037,0.0256,0.0211,100,6.042,4.045,2.732,0.0466,0.94,0.1033,1.035,1.018,0.0173,0.0007,0.0032,0.0025,15.9856,42.8468,28.6936,9.6846,0.3308,6.6694,0.7324,7.3403,3.6095,0.0612,0.0025,0.0113,0.0177,100,-30.7045,-18.7408,10.3325,37.8391,15.622,13.5398,0.354,6.7594,0.8595,6.6317,7.921,0.0527,0.0038,0.0201,0.0185,89.6216,58.511,15.622,72.174,0.8547,7.512,0.8596,25.773,7.921,0.4547,0.0312,0.0476,0.0403,189.8011,229.6,125511.2,122369.4,328329.1,94.3,170003.3,20056.1,77.2,107.5,35937.3,1556.7,28389.8,761.2,1523.1,2544.2,5021.1,1702.5,2395.8,3768.5,204.5,1357.5,858.8,628,495.4,529.7,1067.3,1722.3,2986.8,1478.9,2166.2,3471.6,163.6,1124.7,705.8,479.5,362.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,10.29,0.17,0.18,0.11,36.62,0.15,0.5,16.59,28.58,0.33,2.01,0.36,95.89,50,38,44,62,14,16,22,30,52,45,46,49,468,1052.8,1374.7,763.8,1014.5
144,GY0162_1_1 Grid 005x004,GY0162_1_1 Grid 005x004,40.71,18.37,15.74,0.354,7.53,0.9183,6.5,8.62,0.0728,0.0014,0.0339,0.007,98.8574,41.1805,18.5823,15.9219,0.3581,7.617,0.9289,6.5751,8.7196,0.0736,0.0014,0.0343,0.0071,100,6.034,4.058,2.749,0.0444,0.933,0.1023,1.031,1.01,0.0209,0.0003,0.0043,0.0008,15.988,42.7975,28.7883,9.752,0.3152,6.6205,0.726,7.3219,3.5825,0.0742,0.0009,0.0151,0.0059,100,-30.7045,-18.7395,10.3325,37.755,15.676,13.6228,0.3371,6.7045,0.8513,6.6057,7.859,0.0639,0.0015,0.0269,0.0062,89.5098,58.381,15.676,72.616,0.8138,7.451,0.8514,25.672,7.859,0.5513,0.0121,0.0637,0.0134,189.9607,278.4,125944.6,123119.4,327600.3,36.9,169335.8,19864.1,102.9,35.6,35646.4,1482.2,28167.6,767.8,1494.1,2493.4,5015.2,1755.3,2435.4,3808.7,209.1,1378.6,893.8,656.3,453.2,522.4,1090.4,1647.8,2967.7,1502.6,2230.9,3416.2,171.5,1236.8,713.1,492.1,360.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,8.62,0.17,0.18,0.11,94.75,0.15,0.5,12.92,86.74,0.33,2.09,0.37,206.93,50,38,43,62,14,16,22,31,53,46,47,48,470,1047.5,1410.3,772.4,1019.8
145,GY0162_1_1 Grid 005x005,GY0162_1_1 Grid 005x005,40.78,18.35,15.72,0.355,7.56,0.9212,6.47,8.64,0.0627,0,0.0272,0.0161,98.9022,41.2327,18.5537,15.8945,0.3589,7.6439,0.9314,6.5418,8.7359,0.0634,0,0.0275,0.0163,100,6.04,4.052,2.745,0.0445,0.937,0.1026,1.027,1.011,0.018,0,0.0034,0.0019,15.9824,42.8593,28.749,9.7369,0.316,6.645,0.7281,7.2861,3.5898,0.0639,0,0.0121,0.0136,100,-30.7045,-18.7382,10.3325,37.8197,15.658,13.6079,0.3381,6.7396,0.8541,6.5828,7.871,0.055,0,0.0216,0.0143,89.5621,58.481,15.658,72.537,0.8163,7.49,0.8542,25.583,7.871,0.4747,0,0.0512,0.031,189.8474,239.3,125805.5,122984.9,328161.5,-5.3,168754.8,19929.5,83.1,83.1,35829.9,1487.2,28209,761.4,1607.8,2515.5,4980.2,1739.6,2477.9,3805.5,210.3,1340.8,874.8,684.3,441.7,534,1080.4,1671.1,2974.9,1516.8,2268.3,3513.5,196.4,1156.2,769.9,493.7,369.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,9.9,0.17,0.18,0.11,100,0.15,0.5,16.17,37.12,0.33,2.1,0.37,167.1,50,39,43,62,14,16,22,32,52,46,47,48,471,1047.5,1381.7,756.8,1015.8
146,dr5 Line 001,dr5 Line 001,41.62,19.92,18.98,0.489,7.68,0.0189,4.15,6.91,0.0105,0.001,0.0027,0,99.7821,41.7109,19.9635,19.0214,0.4901,7.6968,0.0189,4.1591,6.9251,0.0105,0.001,0.0027,0,100,6.017,4.293,3.234,0.0599,0.928,0.0021,0.643,0.79,0.003,0.0002,0.0003,0,15.9705,43.1106,30.7582,11.5865,0.429,6.653,0.0147,4.606,2.8296,0.0105,0.0007,0.0012,0,100,26.6565,-26.9604,10.361,38.0661,17.249,16.4159,0.4646,6.8314,0.0175,4.1947,6.295,0.0094,0.001,0.0021,0,89.5467,58.862,17.249,87.505,1.1216,7.592,0.0175,16.302,6.295,0.0813,0.0086,0.005,0,195.039,40.9,138586.7,148363.2,330301.3,25.7,107531.3,406.7,7.9,-49.4,36319.1,2043.5,22563.6,767.3,1483.2,2526,4940.7,1724.5,2274.2,3673,199.7,1365.2,804.9,621.6,431.8,509.6,1045.5,1648.7,2868.2,1450.9,2162.2,3299.9,195.1,1201.1,698.1,468,361.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,53.55,0.16,0.16,0.11,131.6,0.19,12.75,150.74,100,0.32,1.66,0.41,451.65,50,38,43,62,14,16,22,31,53,44,45,48,466,1135.1,1417.9,788.4,1004.6
147,dr5 Line 002,dr5 Line 002,41.56,19.97,18.98,0.4836,7.68,0.017,4.13,6.84,0.0113,0.0009,0.0049,0,99.6777,41.6944,20.0346,19.0414,0.4852,7.7048,0.0171,4.1434,6.8621,0.0113,0.0009,0.0049,0,100,6.014,4.307,3.237,0.0593,0.929,0.0018,0.641,0.783,0.0032,0.0002,0.0006,0,15.9761,43.0658,30.8478,11.5911,0.4245,6.6557,0.0132,4.5857,2.802,0.0114,0.0006,0.0021,0,100,26.6578,-26.9604,10.361,37.9988,17.291,16.4111,0.4594,6.8287,0.0157,4.1754,6.233,0.0101,0.0009,0.0038,0,89.4279,58.758,17.291,87.479,1.1092,7.589,0.0157,16.227,6.233,0.0871,0.0076,0.0091,0,194.8057,44.2,138922.8,148319.9,329717,23.1,107037.6,366.1,14.5,-12.5,36305.4,2020.4,22340.4,741.4,1550.1,2472.3,4965.7,1721.6,2348.9,3606.2,213.7,1346.3,812.7,641.2,472.3,516.5,1027.7,1645.8,2956.5,1412.3,2132.6,3376.6,186,1188.7,735.5,492.7,364.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,49.66,0.16,0.16,0.11,147.25,0.19,14.17,84.11,100,0.32,1.68,0.41,398.22,49,38,43,62,14,16,22,32,52,45,46,49,468,1131.3,1413.6,796.8,1005.3
148,dr5 Line 003,dr5 Line 003,41.6,19.95,18.95,0.4894,7.64,0.0135,4.16,6.84,0.0136,0.0011,0.0108,0,99.6684,41.7384,20.0164,19.013,0.491,7.6654,0.0135,4.1738,6.8628,0.0136,0.0011,0.0108,0,100,6.019,4.303,3.231,0.06,0.925,0.0015,0.644,0.782,0.0038,0.0002,0.0013,0,15.9708,43.108,30.8175,11.573,0.4296,6.6212,0.0105,4.619,2.8021,0.0137,0.0007,0.0047,0,100,26.6591,-26.9604,10.361,38.0421,17.28,16.3865,0.4649,6.7972,0.0125,4.1981,6.227,0.0122,0.0011,0.0084,0,89.4301,58.825,17.28,87.348,1.1225,7.554,0.0125,16.315,6.227,0.1053,0.0094,0.02,0,194.8187,53.4,138837.7,148096.3,330092.3,28.4,107616.1,292.9,32.3,-2.6,36135.9,2044.8,22319.3,776.4,1517.2,2472.3,4829.8,1684.7,2356.2,3761.9,178.1,1401.1,821.2,647.8,430.7,484.8,1066.6,1630.6,2872.7,1537.6,2118.1,3317.3,176.8,1180.7,712.4,511.2,364.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.6,41.29,0.16,0.16,0.11,120.66,0.19,17.72,36.92,100,0.33,1.68,0.41,319.63,49,38,43,61,14,16,22,30,53,45,47,48,466,1120.1,1403.7,800.8,1010.5
149,dr5 Line 004,dr5 Line 004,41.55,19.92,18.98,0.4762,7.71,0.0125,4.16,6.92,0.0151,0.0019,0.0107,0,99.7564,41.6515,19.9686,19.0264,0.4774,7.7288,0.0125,4.1702,6.9369,0.0151,0.0019,0.0107,0,100,6.01,4.295,3.235,0.0583,0.933,0.0014,0.644,0.792,0.0042,0.0004,0.0013,0,15.9746,43.0548,30.7701,11.591,0.418,6.6816,0.0097,4.6189,2.8348,0.0152,0.0013,0.0047,0,100,26.6604,-26.9604,10.361,37.9975,17.241,16.4109,0.4525,6.8593,0.0116,4.1991,6.31,0.0135,0.0019,0.0084,0,89.5057,58.756,17.241,87.478,1.0924,7.623,0.0116,16.319,6.31,0.1168,0.0161,0.0199,0,194.9838,58.7,138516.8,148317.8,329702.1,48.8,107643.4,270.9,32.3,-15.2,36468,1990.1,22617,723.8,1477.3,2492.4,4910.4,1713.9,2319.7,3698.8,207,1327,867.5,647.3,448.9,486.5,1069.2,1577.5,2891.2,1446.9,2129.9,3454.8,160.8,1195.8,729.7,501,345.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,36.56,0.16,0.16,0.11,70.34,0.19,19.24,37.58,100,0.32,1.7,0.41,266.77,48,38,43,62,14,16,22,30,52,45,47,48,465,1123.9,1425.2,804.9,1023.7
